"transaction_id","vendor","amount","date","purchase_order","contract_number","department"
"0175350001","HARRISON & BONINI INC","167.81","2021-07-29","000053943501","1000006824","ADM GSA - City Administrator"
"0178207601","HARRISON & BONINI INC","161.63","2021-08-23","000053943501","1000006824","ADM GSA - City Administrator"
"0182778101","HARRISON & BONINI INC","331.93","2021-10-04","000053943501","1000006824","ADM GSA - City Administrator"
"0189430101","HARRISON & BONINI INC","38.24","2021-11-30","000053943501","1000006824","ADM GSA - City Administrator"
"0193802001","HARRISON & BONINI INC","695.17","2022-01-10","000053943501","1000006824","ADM GSA - City Administrator"
"0200735501","HARRISON & BONINI INC","250.77","2022-03-03","000053943501","1000006824","ADM GSA - City Administrator"
"0206668201","HARRISON & BONINI INC","668.42","2022-04-20","000053943501","1000006824","ADM GSA - City Administrator"
"0206671101","HARRISON & BONINI INC","2769.94","2022-04-20","000053943501","1000006824","ADM GSA - City Administrator"
"0211045001","HARRISON & BONINI INC","201.98","2022-05-26","000053943501","1000006824","ADM GSA - City Administrator"
"0188028501","PATRICK & CO","47.69","2021-11-18","000053943701","","ASR Assessor - Recorder"
"0193814801","MICROBIZ SECURITY CO INC","30","2022-01-12","000053943801","","MTA Municipal Transprtn Agncy"
"0178624301","GRM INFORMATION MANAGEMENT SERVICES","140.4","2021-08-26","000053944201","1000001657","DPH Public Health"
"0191126401","GRM INFORMATION MANAGEMENT SERVICES","64.2","2021-12-14","000053944201","1000001657","DPH Public Health"
"0204507701","GRM INFORMATION MANAGEMENT SERVICES","140.4","2022-04-04","000053944201","1000001657","DPH Public Health"
"0175352801","M S C INDUSTRIAL SUPPLY COMPANY INC","9.95","2021-07-29","000053944301","1000001663","ADM GSA - City Administrator"
"0175355001","M S C INDUSTRIAL SUPPLY COMPANY INC","206.35","2021-07-29","000053944301","1000001663","ADM GSA - City Administrator"
"0175883201","M S C INDUSTRIAL SUPPLY COMPANY INC","109.46","2021-08-03","000053944301","1000001663","ADM GSA - City Administrator"
"0177401701","M S C INDUSTRIAL SUPPLY COMPANY INC","89.64","2021-08-16","000053944301","1000001663","ADM GSA - City Administrator"
"0179961801","M S C INDUSTRIAL SUPPLY COMPANY INC","181.46","2021-09-09","000053944301","1000001663","ADM GSA - City Administrator"
"0182171401","M S C INDUSTRIAL SUPPLY COMPANY INC","1780.58","2021-09-27","000053944301","1000001663","ADM GSA - City Administrator"
"0182801901","M S C INDUSTRIAL SUPPLY COMPANY INC","268.52","2021-10-04","000053944301","1000001663","ADM GSA - City Administrator"
"0185219801","M S C INDUSTRIAL SUPPLY COMPANY INC","15.08","2021-10-25","000053944301","1000001663","ADM GSA - City Administrator"
"0185931001","M S C INDUSTRIAL SUPPLY COMPANY INC","17.68","2021-11-01","000053944301","1000001663","ADM GSA - City Administrator"
"0188947901","M S C INDUSTRIAL SUPPLY COMPANY INC","8.47","2021-11-24","000053944301","1000001663","ADM GSA - City Administrator"
"0189028601","M S C INDUSTRIAL SUPPLY COMPANY INC","41.29","2021-11-24","000053944301","1000001663","ADM GSA - City Administrator"
"0193675901","M S C INDUSTRIAL SUPPLY COMPANY INC","124.48","2022-01-07","000053944301","1000001663","ADM GSA - City Administrator"
"0197617901","M S C INDUSTRIAL SUPPLY COMPANY INC","37.31","2022-02-10","000053944301","1000001663","ADM GSA - City Administrator"
"0200781001","M S C INDUSTRIAL SUPPLY COMPANY INC","24.51","2022-03-04","000053944301","1000001663","ADM GSA - City Administrator"
"0200791701","M S C INDUSTRIAL SUPPLY COMPANY INC","234.63","2022-03-04","000053944301","1000001663","ADM GSA - City Administrator"
"0203059401","M S C INDUSTRIAL SUPPLY COMPANY INC","88.2","2022-03-22","000053944301","1000001663","ADM GSA - City Administrator"
"0203741201","M S C INDUSTRIAL SUPPLY COMPANY INC","80.66","2022-03-26","000053944301","1000001663","ADM GSA - City Administrator"
"0203908601","M S C INDUSTRIAL SUPPLY COMPANY INC","12.1","2022-03-28","000053944301","1000001663","ADM GSA - City Administrator"
"0207220101","M S C INDUSTRIAL SUPPLY COMPANY INC","497.73","2022-04-25","000053944301","1000001663","ADM GSA - City Administrator"
"0173580901","MEDLINE INDUSTRIES INC","118.57","2021-07-15","000053944801","","DPH Public Health"
"0186047701","CITY OF DALY CITY","138.14","2021-11-02","000053945301","","MTA Municipal Transprtn Agncy"
"0181247201","CRESCO EQUIPMENT RENTALS","5105.38","2021-09-28","000053945501","1000017804","MTA Municipal Transprtn Agncy"
"0204710301","CRESCO EQUIPMENT RENTALS","5105.38","2022-04-25","000053945501","1000017804","MTA Municipal Transprtn Agncy"
"0174270201","Lauren Garcia","18000","2021-07-21","000053946201","1000021598","ART Arts Commission"
"0174266801","MICHAEL S WARR","18000","2021-07-21","000053946901","1000021614","ART Arts Commission"
"0174522901","RODNEY L EWING","18000","2021-07-22","000053947301","1000021619","ART Arts Commission"
"0202206801","GRM INFORMATION MANAGEMENT SERVICES","499.42","2022-03-16","000053947701","1000001657","DPH Public Health"
"0180905301","MAINLINE SECURITY INC.","254.95","2021-09-17","000053947801","","DPH Public Health"
"0180507601","VESTIS SERVICES LLC","230.4","2021-09-15","000053948201","1000016159","LIB Public Library"
"0185019201","VESTIS SERVICES LLC","272.4","2021-10-22","000053948201","1000016159","LIB Public Library"
"0190736701","VESTIS SERVICES LLC","272.4","2021-12-10","000053948201","1000016159","LIB Public Library"
"0196509801","VESTIS SERVICES LLC","230.4","2022-02-11","000053948201","1000016159","LIB Public Library"
"0199227201","VESTIS SERVICES LLC","272.4","2022-02-23","000053948201","1000016159","LIB Public Library"
"0208016001","VESTIS SERVICES LLC","272.4","2022-05-02","000053948201","1000016159","LIB Public Library"
"0173320501","BOSTON SCIENTIFIC CORP & SUBSIDIARIES","475.23","2021-07-13","000053948601","","DPH Public Health"
"0179110901","OFFICE DEPOT","5.61","2021-09-01","000053949301","1000002652","DPH Public Health"
"0192024701","OFFICE DEPOT","52.49","2021-12-21","000053949301","1000002652","DPH Public Health"
"0195416101","OFFICE DEPOT","77.4","2022-01-25","000053949301","1000002652","DPH Public Health"
"0204205901","OFFICE DEPOT","471.26","2022-03-31","000053949301","1000002652","DPH Public Health"
"0210830801","OFFICE DEPOT","204.98","2022-05-24","000053949301","1000002652","DPH Public Health"
"0174219501","MEDLINE INDUSTRIES INC","89.22","2021-07-21","000053949601","","DPH Public Health"
"0205391701","WILLIAM STOUT ARCHITECTURAL BOOKS","99.88","2022-04-11","000053949801","","LIB Public Library"
"0190004701","UNITED SITE SERVICES OF CALIFORNIA INC","43.58","2021-12-06","000053950101","1000016154","PRT Port"
"0206967901","UNITED SITE SERVICES OF CALIFORNIA INC","73.58","2022-04-22","000053950101","1000016154","PRT Port"
"0181250201","MALTBY ELECTRIC SUPPLY CO INC","236.75","2021-09-21","000053950601","","MTA Municipal Transprtn Agncy"
"0173462101","US FOODS INC","3930.24","2021-07-15","000053950801","1000019918","DPH Public Health"
"0173462801","US FOODS INC","1172.87","2021-07-15","000053950801","1000019918","DPH Public Health"
"0173463501","US FOODS INC","6260.35","2021-07-15","000053950801","1000019918","DPH Public Health"
"0173496301","US FOODS INC","2424.29","2021-07-15","000053950801","1000019918","DPH Public Health"
"0175697401","US FOODS INC","112.6","2021-08-02","000053950801","1000019918","DPH Public Health"
"0175698101","US FOODS INC","87.81","2021-08-02","000053950801","1000019918","DPH Public Health"
"0175698801","US FOODS INC","7752.14","2021-08-02","000053950801","1000019918","DPH Public Health"
"0175881101","US FOODS INC","108.4","2021-08-03","000053950801","1000019918","DPH Public Health"
"0176107601","US FOODS INC","3664.03","2021-08-04","000053950801","1000019918","DPH Public Health"
"0176111401","US FOODS INC","426.09","2021-08-04","000053950801","1000019918","DPH Public Health"
"0177030901","US FOODS INC","1115.29","2021-08-12","000053950801","1000019918","DPH Public Health"
"0177031601","US FOODS INC","1787.47","2021-08-12","000053950801","1000019918","DPH Public Health"
"0177037101","US FOODS INC","4429.6","2021-08-12","000053950801","1000019918","DPH Public Health"
"0177479601","US FOODS INC","7617.91","2021-08-17","000053950801","1000019918","DPH Public Health"
"0177480301","US FOODS INC","20932.62","2021-08-17","000053950801","1000019918","DPH Public Health"
"0178150801","US FOODS INC","3285.32","2021-08-23","000053950801","1000019918","DPH Public Health"
"0178151501","US FOODS INC","1683.63","2021-08-23","000053950801","1000019918","DPH Public Health"
"0179684701","US FOODS INC","723.13","2021-09-07","000053950801","1000019918","DPH Public Health"
"0179687001","US FOODS INC","28539.78","2021-09-07","000053950801","1000019918","DPH Public Health"
"0180813801","US FOODS INC","743.52","2021-09-17","000053950801","1000019918","DPH Public Health"
"0180889801","US FOODS INC","490.2","2021-09-17","000053950801","1000019918","DPH Public Health"
"0181948201","US FOODS INC","1894.32","2021-09-24","000053950801","1000019918","DPH Public Health"
"0183388801","US FOODS INC","1896.14","2021-10-08","000053950801","1000019918","DPH Public Health"
"0184257801","US FOODS INC","32.47","2021-10-18","000053950801","1000019918","DPH Public Health"
"0185882001","US FOODS INC","961.12","2021-11-01","000053950801","1000019918","DPH Public Health"
"0187311301","US FOODS INC","7158.37","2021-11-15","000053950801","1000019918","DPH Public Health"
"0179129201","CRESCO EQUIPMENT RENTALS","2824.25","2021-09-08","000053950901","1000017804","MTA Municipal Transprtn Agncy"
"0202181801","CRESCO EQUIPMENT RENTALS","2824.25","2022-04-11","000053950901","1000017804","MTA Municipal Transprtn Agncy"
"0178955301","GRAINGER","163.51","2021-08-31","000053951101","1000018631","LIB Public Library"
"0194720501","GRAINGER","87.62","2022-01-19","000053951101","1000018631","LIB Public Library"
"0174444401","VESTIS SERVICES LLC","21.95","2021-07-23","000053951301","1000016159","PUC Public Utilities Commsn"
"0175070401","VESTIS SERVICES LLC","73.5","2021-08-19","000053951301","1000016159","PUC Public Utilities Commsn"
"0175868901","VESTIS SERVICES LLC","21.95","2021-08-03","000053951301","1000016159","PUC Public Utilities Commsn"
"0177513901","VESTIS SERVICES LLC","151.61","2021-08-17","000053951301","1000016159","PUC Public Utilities Commsn"
"0179110801","VESTIS SERVICES LLC","92.61","2021-09-01","000053951301","1000016159","PUC Public Utilities Commsn"
"0180199401","VESTIS SERVICES LLC","80.85","2021-09-13","000053951301","1000016159","PUC Public Utilities Commsn"
"0181377001","VESTIS SERVICES LLC","21.95","2021-09-21","000053951301","1000016159","PUC Public Utilities Commsn"
"0183140101","VESTIS SERVICES LLC","73.5","2021-10-06","000053951301","1000016159","PUC Public Utilities Commsn"
"0184713801","VESTIS SERVICES LLC","151.61","2021-10-20","000053951301","1000016159","PUC Public Utilities Commsn"
"0186224801","VESTIS SERVICES LLC","92.61","2021-11-03","000053951301","1000016159","PUC Public Utilities Commsn"
"0186962901","VESTIS SERVICES LLC","151.61","2021-11-09","000053951301","1000016159","PUC Public Utilities Commsn"
"0188895301","VESTIS SERVICES LLC","21.95","2021-11-23","000053951301","1000016159","PUC Public Utilities Commsn"
"0190400801","VESTIS SERVICES LLC","80.85","2021-12-08","000053951301","1000016159","PUC Public Utilities Commsn"
"0192295301","VESTIS SERVICES LLC","73.5","2021-12-23","000053951301","1000016159","PUC Public Utilities Commsn"
"0193214701","VESTIS SERVICES LLC","92.61","2022-01-04","000053951301","1000016159","PUC Public Utilities Commsn"
"0194015201","VESTIS SERVICES LLC","92.61","2022-01-12","000053951301","1000016159","PUC Public Utilities Commsn"
"0195556801","VESTIS SERVICES LLC","80.85","2022-01-26","000053951301","1000016159","PUC Public Utilities Commsn"
"0197229401","VESTIS SERVICES LLC","92.61","2022-02-08","000053951301","1000016159","PUC Public Utilities Commsn"
"0198425301","VESTIS SERVICES LLC","151.61","2022-02-16","000053951301","1000016159","PUC Public Utilities Commsn"
"0200469901","VESTIS SERVICES LLC","21.95","2022-03-07","000053951301","1000016159","PUC Public Utilities Commsn"
"0202133201","VESTIS SERVICES LLC","73.5","2022-03-15","000053951301","1000016159","PUC Public Utilities Commsn"
"0203963001","VESTIS SERVICES LLC","73.5","2022-03-29","000053951301","1000016159","PUC Public Utilities Commsn"
"0204957801","VESTIS SERVICES LLC","80.85","2022-04-06","000053951301","1000016159","PUC Public Utilities Commsn"
"0208006401","VESTIS SERVICES LLC","92.61","2022-05-02","000053951301","1000016159","PUC Public Utilities Commsn"
"0208609101","VESTIS SERVICES LLC","21.95","2022-05-06","000053951301","1000016159","PUC Public Utilities Commsn"
"0209850401","VESTIS SERVICES LLC","92.61","2022-05-17","000053951301","1000016159","PUC Public Utilities Commsn"
"0211492701","VESTIS SERVICES LLC","73.5","2022-05-31","000053951301","1000016159","PUC Public Utilities Commsn"
"0175389401","WAXIE SANITARY SUPPLY","871.54","2021-07-30","000053951601","","DPH Public Health"
"0192374801","MILLS LAUNDERETTE & CLEANING CENTER","686.55","2021-12-23","000053951701","","DPH Public Health"
"0191876101","Acme Workwear","1671.26","2021-12-21","000053951801","","DPH Public Health"
"0180229701","XEROX CORPORATION","85.3","2021-09-13","000053951901","1000015728","PUC Public Utilities Commsn"
"0204948601","XEROX CORPORATION","47.34","2022-04-06","000053951901","1000015728","PUC Public Utilities Commsn"
"0174487101","STAPLES BUSINESS ADVANTAGE","240.83","2021-07-22","000053952101","1000018782","PUC Public Utilities Commsn"
"0176152301","FELTON INSTITUTE","308519","2021-08-09","000053952301","1000015738","DPH Public Health"
"0181862101","FELTON INSTITUTE","14392.04","2021-09-23","000053952301","1000015738","DPH Public Health"
"0183996901","FELTON INSTITUTE","13225.46","2021-10-14","000053952301","1000015738","DPH Public Health"
"0192067401","FELTON INSTITUTE","4528.94","2021-12-22","000053952301","1000015738","DPH Public Health"
"0194557101","FELTON INSTITUTE","15419.08","2022-01-18","000053952301","1000015738","DPH Public Health"
"0198329701","FELTON INSTITUTE","21826.37","2022-02-16","000053952301","1000015738","DPH Public Health"
"0209156201","FELTON INSTITUTE","15716.74","2022-05-20","000053952301","1000015738","DPH Public Health"
"0174441901","VESTIS SERVICES LLC","14.9","2021-07-23","000053952501","1000016155","PUC Public Utilities Commsn"
"0174555501","VESTIS SERVICES LLC","693.27","2021-07-22","000053952501","1000016155","PUC Public Utilities Commsn"
"0175865501","VESTIS SERVICES LLC","156.71","2021-08-03","000053952501","1000016155","PUC Public Utilities Commsn"
"0177807401","VESTIS SERVICES LLC","14.9","2021-08-19","000053952501","1000016155","PUC Public Utilities Commsn"
"0178504201","VESTIS SERVICES LLC","14.9","2021-08-25","000053952501","1000016155","PUC Public Utilities Commsn"
"0180211001","VESTIS SERVICES LLC","14.9","2021-09-13","000053952501","1000016155","PUC Public Utilities Commsn"
"0181376101","VESTIS SERVICES LLC","176.7","2021-09-21","000053952501","1000016155","PUC Public Utilities Commsn"
"0183128201","VESTIS SERVICES LLC","27","2021-10-06","000053952501","1000016155","PUC Public Utilities Commsn"
"0184708601","VESTIS SERVICES LLC","14.9","2021-10-20","000053952501","1000016155","PUC Public Utilities Commsn"
"0186237801","VESTIS SERVICES LLC","14.9","2021-11-03","000053952501","1000016155","PUC Public Utilities Commsn"
"0187688301","VESTIS SERVICES LLC","181.02","2021-11-16","000053952501","1000016155","PUC Public Utilities Commsn"
"0189001701","VESTIS SERVICES LLC","14.9","2021-11-24","000053952501","1000016155","PUC Public Utilities Commsn"
"0190450001","VESTIS SERVICES LLC","506.38","2021-12-08","000053952501","1000016155","PUC Public Utilities Commsn"
"0192302201","VESTIS SERVICES LLC","27","2021-12-23","000053952501","1000016155","PUC Public Utilities Commsn"
"0193216401","VESTIS SERVICES LLC","164.55","2022-01-04","000053952501","1000016155","PUC Public Utilities Commsn"
"0195489101","VESTIS SERVICES LLC","26.61","2022-01-26","000053952501","1000016155","PUC Public Utilities Commsn"
"0196255501","VESTIS SERVICES LLC","26.61","2022-02-03","000053952501","1000016155","PUC Public Utilities Commsn"
"0197227201","VESTIS SERVICES LLC","164.16","2022-02-08","000053952501","1000016155","PUC Public Utilities Commsn"
"0199230801","VESTIS SERVICES LLC","164.16","2022-02-23","000053952501","1000016155","PUC Public Utilities Commsn"
"0200482201","VESTIS SERVICES LLC","14.9","2022-03-07","000053952501","1000016155","PUC Public Utilities Commsn"
"0202290801","VESTIS SERVICES LLC","660.92","2022-03-22","000053952501","1000016155","PUC Public Utilities Commsn"
"0204063701","VESTIS SERVICES LLC","664.69","2022-03-29","000053952501","1000016155","PUC Public Utilities Commsn"
"0205728001","VESTIS SERVICES LLC","67.37","2022-04-14","000053952501","1000016155","PUC Public Utilities Commsn"
"0208011201","VESTIS SERVICES LLC","164.16","2022-05-02","000053952501","1000016155","PUC Public Utilities Commsn"
"0208882201","VESTIS SERVICES LLC","14.9","2022-05-10","000053952501","1000016155","PUC Public Utilities Commsn"
"0209869301","VESTIS SERVICES LLC","14.9","2022-05-17","000053952501","1000016155","PUC Public Utilities Commsn"
"0211495401","VESTIS SERVICES LLC","634.85","2022-05-31","000053952501","1000016155","PUC Public Utilities Commsn"
"0177763801","STAPLES BUSINESS ADVANTAGE","41.8","2021-08-18","000053952601","1000018782","LIB Public Library"
"0182642901","STAPLES BUSINESS ADVANTAGE","201.71","2021-10-01","000053952601","1000018782","LIB Public Library"
"0189726001","STAPLES BUSINESS ADVANTAGE","458.06","2021-12-02","000053952601","1000018782","LIB Public Library"
"0194056201","STAPLES BUSINESS ADVANTAGE","349.08","2022-01-12","000053952601","1000018782","LIB Public Library"
"0195646801","STAPLES BUSINESS ADVANTAGE","13.37","2022-01-27","000053952601","1000018782","LIB Public Library"
"0201631701","STAPLES BUSINESS ADVANTAGE","398","2022-03-11","000053952601","1000018782","LIB Public Library"
"0177269201","XTECH","3257.44","2021-08-19","000053952701","1000012618","AIR Airport Commission"
"0185038301","XEROX CORPORATION","22.83","2021-10-22","000053953101","1000000416","PUC Public Utilities Commsn"
"0209236801","XEROX CORPORATION","126.21","2022-05-12","000053953101","1000000416","PUC Public Utilities Commsn"
"0186027601","CENTER HARDWARE CO INC","220.24","2021-11-02","000053953201","","REC Recreation & Park Commsn"
"0199618101","CENTER HARDWARE CO INC","80.27","2022-02-25","000053953201","","REC Recreation & Park Commsn"
"0189130001","SAN FRANCISCO FOOD BANK","5160.05","2021-12-01","000053953501","1000002654","DPH Public Health"
"0199638101","SAN FRANCISCO FOOD BANK","256.38","2022-02-26","000053953501","1000002654","DPH Public Health"
"0207423801","SAN FRANCISCO FOOD BANK","4804.32","2022-04-29","000053953501","1000002654","DPH Public Health"
"0191106401","PARKMERCED OWNER LLC","3318.26","2021-12-14","000053953601","1000022259","HSA Human Services Agency"
"0181881601","JACOBS ENGINEERING GROUP INC","627.45","2021-09-23","000053953701","1000020163","MTA Municipal Transprtn Agncy"
"0210848601","JACOBS ENGINEERING GROUP INC","458.69","2022-05-24","000053953701","1000020163","MTA Municipal Transprtn Agncy"
"0195603901","ROBERTS HARDWARE","76.53","2022-01-27","000053954001","","REC Recreation & Park Commsn"
"0177292501","RAINBOW GROCERY COOPERATIVE INC","141.32","2021-08-13","000053954201","","REC Recreation & Park Commsn"
"0177006201","PARKMERCED OWNER LLC","2379","2021-08-11","000053954401","1000022261","HSA Human Services Agency"
"0202215301","PARKMERCED OWNER LLC","2379","2022-03-16","000053954401","1000022261","HSA Human Services Agency"
"0173793201","MEDLINE INDUSTRIES INC","2127.99","2021-08-19","000053954701","","DPH Public Health"
"0176455701","MEDLINE INDUSTRIES INC","51.37","2021-08-06","000053954701","","DPH Public Health"
"0174755701","CARDINALHEALTH MEDICAL PRODUCTS & SVCS","2916.43","2021-07-24","000053955001","","DPH Public Health"
"0176128101","MEDTRONIC USA INC","16388.38","2021-11-16","000053955301","","DPH Public Health"
"0175247701","C R BARD INC","1578.69","2022-06-14","000053955901","","DPH Public Health"
"0176618301","AESCULAP INC","2714.36","2022-03-28","000053956301","","DPH Public Health"
"0176823601","California Printing Consultants","15772.35","2021-08-10","000053957101","1000013416","PUC Public Utilities Commsn"
"0173040601","CENTER HARDWARE CO INC","117.13","2021-07-19","000053957201","","MTA Municipal Transprtn Agncy"
"0173076401","CENTER HARDWARE CO INC","978.28","2021-07-19","000053957201","","MTA Municipal Transprtn Agncy"
"0187876501","MOBILE MODULAR MANAGEMENT CORP","344.88","2021-11-17","000053957401","","PUC Public Utilities Commsn"
"0176250001","GEN-PROBE SLS & SVC INC(SUB HOLOGIC INC)","68433.75","2021-08-05","000053957501","1000020268","DPH Public Health"
"0176981501","OFFICE DEPOT","19.28","2021-08-11","000053957801","1000002652","DPH Public Health"
"0184415901","OFFICE DEPOT","565.98","2021-10-19","000053957801","1000002652","DPH Public Health"
"0184771401","OFFICE DEPOT","547.89","2021-10-21","000053957801","1000002652","DPH Public Health"
"0204885301","OFFICE DEPOT","11.13","2022-04-05","000053957801","1000002652","DPH Public Health"
"0187315501","STAPLES BUSINESS ADVANTAGE","1348.97","2022-01-03","000053957901","1000018782","MTA Municipal Transprtn Agncy"
"0175713601","STRYKER SALES CORPORATION","1179.93","2021-08-02","000053958101","","DPH Public Health"
"0189720901","Acme Workwear","175.95","2021-12-02","000053958801","","REC Recreation & Park Commsn"
"0180140301","FONG BROTHERS PRINTING INC","3115","2021-09-12","000053959201","1000022270","AIR Airport Commission"
"0175491201","Cummins Inc","85.56","2021-08-05","000053959501","","MTA Municipal Transprtn Agncy"
"0175717301","TERUMO MEDICAL CORP","6888","2021-08-02","000053959901","","DPH Public Health"
"0187591901","RIDGE FOUNDRY INC","7336.52","2021-11-23","000053960501","","MTA Municipal Transprtn Agncy"
"0173835101","PACE SUPPLY CORP","30.64","2021-07-19","000053960601","","HSA Human Services Agency"
"0196227201","KONICA MINOLTA BUSINESS SOLUTNS USA INC","756.68","2022-02-01","000053960701","1000017630","DPH Public Health"
"0178747001","CORE LINEN SERVICES INC.","21080.85","2021-08-27","000053960901","1000011089","DPH Public Health"
"0183258701","CORE LINEN SERVICES INC.","50185.24","2021-10-07","000053960901","1000011089","DPH Public Health"
"0189837801","CORE LINEN SERVICES INC.","24136.84","2021-12-03","000053960901","1000011089","DPH Public Health"
"0196954101","CORE LINEN SERVICES INC.","23546.18","2022-02-07","000053960901","1000011089","DPH Public Health"
"0204737801","CORE LINEN SERVICES INC.","24821.47","2022-04-05","000053960901","1000011089","DPH Public Health"
"0173559801","MEDLINE INDUSTRIES INC","28.04","2021-07-15","000053961201","","DPH Public Health"
"0173559501","MEDLINE INDUSTRIES INC","32.5","2021-07-15","000053961901","","DPH Public Health"
"0173559001","MEDLINE INDUSTRIES INC","146.68","2021-07-15","000053962601","","DPH Public Health"
"0173817401","SAN FRANCISCO BOTANICAL GARDEN SOCIETY","133864.04","2021-07-18","000053963501","1000006013","REC Recreation & Park Commsn"
"0194021301","SAN FRANCISCO BOTANICAL GARDEN SOCIETY","99936","2022-01-12","000053963501","1000006013","REC Recreation & Park Commsn"
"0185731401","IMCO PARKING LLC","108438.29","2021-11-20","000053963601","1000010125","MTA Municipal Transprtn Agncy"
"0201968701","IMCO PARKING LLC","62812.11","2022-03-14","000053963601","1000010125","MTA Municipal Transprtn Agncy"
"0212105001","IMCO PARKING LLC","160569.61","2022-06-09","000053963601","1000010125","MTA Municipal Transprtn Agncy"
"0174615001","WESTERN STATES OIL","7300.74","2021-07-23","000053964201","1000012394","PUC Public Utilities Commsn"
"0182461201","WESTERN STATES OIL","7292.16","2021-09-29","000053964201","1000012394","PUC Public Utilities Commsn"
"0191257401","WESTERN STATES OIL","7476.33","2021-12-15","000053964201","1000012394","PUC Public Utilities Commsn"
"0196396301","WESTERN STATES OIL","5751.72","2022-02-02","000053964201","1000012394","PUC Public Utilities Commsn"
"0204951601","WESTERN STATES OIL","9843.45","2022-04-06","000053964201","1000012394","PUC Public Utilities Commsn"
"0211398901","WESTERN STATES OIL","7800.94","2022-05-31","000053964201","1000012394","PUC Public Utilities Commsn"
"0186167501","SABAH INTERNATIONAL INC","269.5","2021-11-02","000053964401","","PUC Public Utilities Commsn"
"0192489301","SABAH INTERNATIONAL INC","284","2021-12-27","000053964401","","PUC Public Utilities Commsn"
"0202262601","RECOLOGY SAN FRANCISCO","439.87","2022-03-16","000053964501","1000016724","PUC Public Utilities Commsn"
"0176157301","MANCO","2747.64","2021-08-05","000053965001","","PUC Public Utilities Commsn"
"0179967101","GOLDEN GATE PETROLEUM","3101.67","2021-09-09","000053965201","1000013880","PUC Public Utilities Commsn"
"0190614801","GOLDEN GATE PETROLEUM","6152.15","2021-12-09","000053965201","1000013880","PUC Public Utilities Commsn"
"0196376301","GOLDEN GATE PETROLEUM","4656.71","2022-02-02","000053965201","1000013880","PUC Public Utilities Commsn"
"0204943201","GOLDEN GATE PETROLEUM","6072.4","2022-04-06","000053965201","1000013880","PUC Public Utilities Commsn"
"0211670401","GOLDEN GATE PETROLEUM","4211.51","2022-06-01","000053965201","1000013880","PUC Public Utilities Commsn"
"0189463101","CRESCO EQUIPMENT RENTALS","2061.5","2021-12-01","000053965601","1000017804","PUC Public Utilities Commsn"
"0202524001","CRESCO EQUIPMENT RENTALS","2063.88","2022-03-17","000053965601","1000017804","PUC Public Utilities Commsn"
"0190475601","CRESCO EQUIPMENT RENTALS","930.7","2021-12-09","000053965701","1000017804","PUC Public Utilities Commsn"
"0180841101","ALAMEDA ELECTRICAL DISTRIBUTORS INC","4073.44","2021-09-17","000053965801","","PUC Public Utilities Commsn"
"0191239301","Minilab Factory USA LLC","579","2021-12-15","000053966001","","PUC Public Utilities Commsn"
"0191185101","Geotab USA Inc.","582.75","2021-12-15","000053966101","1000017499","PUC Public Utilities Commsn"
"0210250801","Geotab USA Inc.","664","2022-05-19","000053966101","1000017499","PUC Public Utilities Commsn"
"0203289501","PACIFIC GAS & ELECTRIC CO","540000","2022-03-24","000053966301","1000019975","PUC Public Utilities Commsn"
"0179519501","PROFESSIONAL CONTRACTOR SUPPLY (PCS)","406.61","2021-09-07","000053966501","1000006825","ADM GSA - City Administrator"
"0184209901","PROFESSIONAL CONTRACTOR SUPPLY (PCS)","2278.86","2021-10-18","000053966501","1000006825","ADM GSA - City Administrator"
"0192178001","PROFESSIONAL CONTRACTOR SUPPLY (PCS)","386.28","2021-12-22","000053966501","1000006825","ADM GSA - City Administrator"
"0197405901","PROFESSIONAL CONTRACTOR SUPPLY (PCS)","957.6","2022-02-09","000053966501","1000006825","ADM GSA - City Administrator"
"0203150301","PROFESSIONAL CONTRACTOR SUPPLY (PCS)","483.22","2022-03-23","000053966501","1000006825","ADM GSA - City Administrator"
"0177516301","DIRECTV INC","13","2021-08-17","000053966601","","PRT Port"
"0177352001","GREY WALL SOFTWARE LLC","21725","2021-08-13","000053966701","1000021421","AIR Airport Commission"
"0180498701","RECOLOGY SUNSET SCAVENGER COMPANY","112.47","2021-09-15","000053967001","1000020021","POL Police"
"0178568501","LAZ PARKING CALIFORNIA LLC","32759.53","2021-09-13","000053967201","1000010126","MTA Municipal Transprtn Agncy"
"0183278201","LAZ PARKING CALIFORNIA LLC","50743.87","2021-10-12","000053967201","1000010126","MTA Municipal Transprtn Agncy"
"0185642501","LAZ PARKING CALIFORNIA LLC","45833.59","2021-11-20","000053967201","1000010126","MTA Municipal Transprtn Agncy"
"0193078501","LAZ PARKING CALIFORNIA LLC","28562.18","2022-01-10","000053967201","1000010126","MTA Municipal Transprtn Agncy"
"0195527901","LAZ PARKING CALIFORNIA LLC","90084.97","2022-02-08","000053967201","1000010126","MTA Municipal Transprtn Agncy"
"0203135801","LAZ PARKING CALIFORNIA LLC","29894.22","2022-04-13","000053967201","1000010126","MTA Municipal Transprtn Agncy"
"0204468801","LAZ PARKING CALIFORNIA LLC","27318.61","2022-04-01","000053967201","1000010126","MTA Municipal Transprtn Agncy"
"0209046601","LAZ PARKING CALIFORNIA LLC","134005.04","2022-05-18","000053967201","1000010126","MTA Municipal Transprtn Agncy"
